,type,id,status,description,amount,account,balance,direction,class,institution,connection,enrich,transactionDate,postDate,subClass.title,subClass.code,links.self,links.account,links.institution,links.connection,subClass
100,transaction,0c1b286b-08c6-4033-98a1-1c95f76c251c,posted,IMPRESSO CAFE MELBOURNE AUS Card xx7381 Value Date: 22/11/2020,-25.64,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-24T00:00:00Z,"Cafes, Restaurants and Takeaway Food Services",451,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/0c1b286b-08c6-4033-98a1-1c95f76c251c,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
101,transaction,81fa1535-b278-48ce-b15b-508f8fb1d6da,posted,WOOLWORTHS 1364 AUS Card xx7381 Value Date: 21/11/2020,-184.06,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-23T00:00:00Z,Supermarket and Grocery Stores,411,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/81fa1535-b278-48ce-b15b-508f8fb1d6da,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
102,transaction,3e24216c-e06b-4b17-9cb4-d53f6edaa5dd,posted,PANCAKES ON THE ROCKS MERMAID BEACH AUS Card xx7381 Value Date: 22/11/2020,-42.30,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-23T00:00:00Z,"Cafes, Restaurants and Takeaway Food Services",451,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/3e24216c-e06b-4b17-9cb4-d53f6edaa5dd,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
103,transaction,c2e3b800-0d6a-4dc7-b36a-6dd482e8f131,posted,WOOLWORTHS 1364 AUS Card xx7381 Value Date: 20/11/2020,-157.82,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-20T00:00:00Z,Supermarket and Grocery Stores,411,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/c2e3b800-0d6a-4dc7-b36a-6dd482e8f131,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
104,transaction,ed8c11ab-fc66-48aa-9852-646195e10f34,posted,LIQUOR EMPORIUM ALEXANDRIA NS AUS Card xx7381 Value Date: 17/11/2020,-47.71,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-17T00:00:00Z,Specialised Food Retailing,412,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/ed8c11ab-fc66-48aa-9852-646195e10f34,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
105,transaction,e99dfb5a-a695-4b26-ab01-59d48d2e08fc,posted,IMPRESSO CAFE MELBOURNE AUS Card xx7381 Value Date: 14/11/2020,-18.21,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-16T00:00:00Z,"Cafes, Restaurants and Takeaway Food Services",451,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/e99dfb5a-a695-4b26-ab01-59d48d2e08fc,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
106,transaction,b72fd530-587a-4d02-9566-b8e68f33aa7f,posted,IMPRESSO CAFE MELBOURNE AUS Card xx7381 Value Date: 15/11/2020,-17.47,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-16T00:00:00Z,"Cafes, Restaurants and Takeaway Food Services",451,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/b72fd530-587a-4d02-9566-b8e68f33aa7f,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
107,transaction,7b55d3be-c57c-448b-9c50-37dd412822b7,posted,LIQUOR EMPORIUM ALEXANDRIA NS AUS Card xx7381 Value Date: 16/11/2020,-44.27,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-16T00:00:00Z,Specialised Food Retailing,412,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/7b55d3be-c57c-448b-9c50-37dd412822b7,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
108,transaction,b6017168-a75c-416a-a2a7-bcf80f966493,posted,PANCAKES ON THE ROCKS MERMAID BEACH AUS Card xx7381 Value Date: 12/11/2020,-26.46,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-14T00:00:00Z,"Cafes, Restaurants and Takeaway Food Services",451,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/b6017168-a75c-416a-a2a7-bcf80f966493,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
109,transaction,9cf2640d-883b-45e0-ad27-8743eb305be0,posted,"PAYMENT RECEIVED, THANK YOU",706.48,284eeb87-2bf3-4709-ba09-4e9527d15322,,credit,transfer,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-13T00:00:00Z,,,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/9cf2640d-883b-45e0-ad27-8743eb305be0,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
110,transaction,9a069fbd-6b34-40b5-86d7-3c19dbcb482c,posted,WOOLWORTHS 1364 AUS Card xx7381 Value Date: 12/11/2020,-107.27,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-13T00:00:00Z,Supermarket and Grocery Stores,411,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/9a069fbd-6b34-40b5-86d7-3c19dbcb482c,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
111,transaction,62fb5d6d-f4e9-44e5-aef3-7ce520149017,posted,BP 0408 AUS Card xx7381 Value Date: 12/11/2020,-119.38,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-13T00:00:00Z,Fuel Retailing,400,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/62fb5d6d-f4e9-44e5-aef3-7ce520149017,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
112,transaction,94117b36-92ff-4b89-9520-52e44f39a76f,posted,INTEREST ON CASH ADV,-5.70,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-13T00:00:00Z,Auxiliary Finance and Investment Services,641,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/94117b36-92ff-4b89-9520-52e44f39a76f,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
113,transaction,bacee963-955b-408b-8060-2911a07aeb27,posted,BP 0408 AUS Card xx7381 Value Date: 12/11/2020,-119.78,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-13T00:00:00Z,Fuel Retailing,400,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/bacee963-955b-408b-8060-2911a07aeb27,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
114,transaction,1cb39e39-5b26-4aab-97f7-df3ce7abd843,posted,"PAYMENT RECEIVED, THANK YOU",686.05,284eeb87-2bf3-4709-ba09-4e9527d15322,,credit,transfer,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-12T00:00:00Z,,,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/1cb39e39-5b26-4aab-97f7-df3ce7abd843,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
115,transaction,75fb5743-2e5b-4a6e-98e5-36d938f47538,posted,INTEREST CHARGES,-23.46,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-12T00:00:00Z,Unknown,0,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/75fb5743-2e5b-4a6e-98e5-36d938f47538,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
116,transaction,1c0b2e3a-bdd6-4501-845d-d0cfcf6a36c4,posted,IMPRESSO CAFE MELBOURNE AUS Card xx7381 Value Date: 11/11/2020,-13.69,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-12T00:00:00Z,"Cafes, Restaurants and Takeaway Food Services",451,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/1c0b2e3a-bdd6-4501-845d-d0cfcf6a36c4,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
117,transaction,f8763721-079f-45fc-bbfe-48b43871176d,posted,PANCAKES ON THE ROCKS MERMAID BEACH AUS Card xx7381 Value Date: 10/11/2020,-23.93,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-12T00:00:00Z,"Cafes, Restaurants and Takeaway Food Services",451,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/f8763721-079f-45fc-bbfe-48b43871176d,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
118,transaction,bbfa1ca5-481c-4da2-b85d-0628d6dd6e92,posted,BP 0408 AUS Card xx7381 Value Date: 09/11/2020,-102.64,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-11T00:00:00Z,Fuel Retailing,400,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/bbfa1ca5-481c-4da2-b85d-0628d6dd6e92,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
119,transaction,08cd58e7-50c3-4ab4-8a61-8740ad7fdc17,posted,IMPRESSO CAFE MELBOURNE AUS Card xx7381 Value Date: 10/11/2020,-12.58,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-10T00:00:00Z,"Cafes, Restaurants and Takeaway Food Services",451,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/08cd58e7-50c3-4ab4-8a61-8740ad7fdc17,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
120,transaction,e6cdb886-6fd3-4193-bee3-34d8cca0a1ba,posted,LIQUOR EMPORIUM ALEXANDRIA NS AUS Card xx7381 Value Date: 09/11/2020,-25.41,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-09T00:00:00Z,Specialised Food Retailing,412,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/e6cdb886-6fd3-4193-bee3-34d8cca0a1ba,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
121,transaction,3b2a77cc-1fa9-44d2-817e-b96a27526a16,posted,WOOLWORTHS 1364 AUS Card xx7381 Value Date: 09/11/2020,-75.68,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-09T00:00:00Z,Supermarket and Grocery Stores,411,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/3b2a77cc-1fa9-44d2-817e-b96a27526a16,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
122,transaction,44352eb0-0a24-4590-8cb0-c4958b510e05,posted,LIQUOR EMPORIUM ALEXANDRIA NS AUS Card xx7381 Value Date: 09/11/2020,-26.22,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-09T00:00:00Z,Specialised Food Retailing,412,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/44352eb0-0a24-4590-8cb0-c4958b510e05,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
123,transaction,c917d2f0-2640-4286-8028-3f9806574eeb,posted,WOOLWORTHS 1364 AUS Card xx7381 Value Date: 04/11/2020,-51.82,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-06T00:00:00Z,Supermarket and Grocery Stores,411,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/c917d2f0-2640-4286-8028-3f9806574eeb,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
124,transaction,8cbfd532-a46d-48e8-8189-dadf2e691dcb,posted,PANCAKES ON THE ROCKS MERMAID BEACH AUS Card xx7381 Value Date: 03/11/2020,-12.83,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-05T00:00:00Z,"Cafes, Restaurants and Takeaway Food Services",451,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/8cbfd532-a46d-48e8-8189-dadf2e691dcb,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
125,transaction,ea7fb3da-11ce-42f0-b774-1bbe9a390663,posted,WOOLWORTHS 1364 AUS Card xx7381 Value Date: 04/11/2020,-40.60,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-04T00:00:00Z,Supermarket and Grocery Stores,411,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/ea7fb3da-11ce-42f0-b774-1bbe9a390663,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
126,transaction,284f82c3-9d4c-4445-b6c0-afae71363d26,posted,LIQUOR EMPORIUM ALEXANDRIA NS AUS Card xx7381 Value Date: 02/11/2020,-12.42,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-04T00:00:00Z,Specialised Food Retailing,412,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/284f82c3-9d4c-4445-b6c0-afae71363d26,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
127,transaction,70116754-f321-4527-9ea9-51aea54e3771,posted,IMPRESSO CAFE MELBOURNE AUS Card xx7381 Value Date: 01/11/2020,-5.14,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-03T00:00:00Z,"Cafes, Restaurants and Takeaway Food Services",451,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/70116754-f321-4527-9ea9-51aea54e3771,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
128,transaction,75d4b8e4-c06a-4475-87c9-97bae5886aa2,posted,IMPRESSO CAFE MELBOURNE AUS Card xx7381 Value Date: 02/11/2020,-5.92,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-03T00:00:00Z,"Cafes, Restaurants and Takeaway Food Services",451,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/75d4b8e4-c06a-4475-87c9-97bae5886aa2,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
129,transaction,b4beb47e-b46a-489c-8d2b-19b5a912bef7,posted,WOOLWORTHS 1364 AUS Card xx7381 Value Date: 01/11/2020,-22.03,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-11-02T00:00:00Z,Supermarket and Grocery Stores,411,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/b4beb47e-b46a-489c-8d2b-19b5a912bef7,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
130,transaction,6c5cc10c-e13c-49af-b19f-98eca4bb9554,posted,WOOLWORTHS 1364 AUS Card xx7381 Value Date: 30/10/2020,-241.00,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-10-30T00:00:00Z,Supermarket and Grocery Stores,411,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/6c5cc10c-e13c-49af-b19f-98eca4bb9554,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
131,transaction,0e7f4b17-053e-4f78-aec3-a8e436807fbe,posted,WOOLWORTHS 1364 AUS Card xx7381 Value Date: 29/10/2020,-234.56,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-10-30T00:00:00Z,Supermarket and Grocery Stores,411,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/0e7f4b17-053e-4f78-aec3-a8e436807fbe,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
132,transaction,eada8744-d31b-48a4-9348-06195e9fad5c,posted,WOOLWORTHS 1364 AUS Card xx7381 Value Date: 28/10/2020,-239.69,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-10-30T00:00:00Z,Supermarket and Grocery Stores,411,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/eada8744-d31b-48a4-9348-06195e9fad5c,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
133,transaction,1200af06-9984-48db-85a4-a53495f8a625,posted,WOOLWORTHS 1364 AUS Card xx7381 Value Date: 28/10/2020,-229.21,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-10-29T00:00:00Z,Supermarket and Grocery Stores,411,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/1200af06-9984-48db-85a4-a53495f8a625,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
134,transaction,18b15061-f6a2-4eba-a11c-2c2fc80fd2ba,posted,PANCAKES ON THE ROCKS MERMAID BEACH AUS Card xx7381 Value Date: 26/10/2020,-48.79,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-10-27T00:00:00Z,"Cafes, Restaurants and Takeaway Food Services",451,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/18b15061-f6a2-4eba-a11c-2c2fc80fd2ba,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
135,transaction,b935586f-6fdc-481e-8ca2-0b02ff960d35,posted,"PAYMENT RECEIVED, THANK YOU",896.36,284eeb87-2bf3-4709-ba09-4e9527d15322,,credit,transfer,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-10-24T00:00:00Z,,,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/b935586f-6fdc-481e-8ca2-0b02ff960d35,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
136,transaction,0c8a2e77-240d-45fc-af22-7f9dbc9b2c1f,posted,"PAYMENT RECEIVED, THANK YOU",824.57,284eeb87-2bf3-4709-ba09-4e9527d15322,,credit,transfer,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-10-20T00:00:00Z,,,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/0c8a2e77-240d-45fc-af22-7f9dbc9b2c1f,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
137,transaction,da3da979-0f25-4c7b-8468-62d8d0ed6de9,posted,"PAYMENT RECEIVED, THANK YOU",802.91,284eeb87-2bf3-4709-ba09-4e9527d15322,,credit,transfer,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-10-19T00:00:00Z,,,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/da3da979-0f25-4c7b-8468-62d8d0ed6de9,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
138,transaction,4a853be6-6519-48f1-8ca5-bbfa040eb01a,posted,PANCAKES ON THE ROCKS MERMAID BEACH AUS Card xx7381 Value Date: 18/10/2020,-35.97,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-10-19T00:00:00Z,"Cafes, Restaurants and Takeaway Food Services",451,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/4a853be6-6519-48f1-8ca5-bbfa040eb01a,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
139,transaction,4f256507-fd3d-4657-b511-4f62356b168c,posted,IMPRESSO CAFE MELBOURNE AUS Card xx7381 Value Date: 15/10/2020,-18.67,284eeb87-2bf3-4709-ba09-4e9527d15322,,debit,payment,AU00000,3f8b9a28-c196-44aa-afc8-79b2663a274d,,,2022-10-17T00:00:00Z,"Cafes, Restaurants and Takeaway Food Services",451,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/transactions/4f256507-fd3d-4657-b511-4f62356b168c,https://au-api.basiq.io/users/9ba0746e-db74-46e0-8b97-968b44ff004e/accounts/284eeb87-2bf3-4709-ba09-4e9527d15322,https://au-api.basiq.io/institutions/AU00000,,
